NAME,POP,FIPS
"Sacramento, California, US",1552058,06067
"El Dorado, California, US",192843,06017
"Monterey, California, US",434061,06053
"San Francisco, California, US",881549,06075
"San Diego, California, US",3338330,06073
"Tulare, California, US",466195,06107
"Humboldt, California, US",135558,06023
"Alpine, California, US",1129,06003
"Madera, California, US",157327,06039
"Santa Cruz, California, US",273213,06087
"Trinity, California, US",12285,06105
"Riverside, California, US",2470546,06065
"San Bernardino, California, US",2180085,06071
"Marin, California, US",258826,06041
"Placer, California, US",398329,06061
"Shasta, California, US",180080,06089
"Solano, California, US",447643,06095
"Colusa, California, US",21547,06011
"Nantucket, Massachusetts, US",11399,25019
"Allegan, Michigan, US",118081,26005
"Alger, Michigan, US",9108,26003
"Oceana, Michigan, US",26467,26127
"Clare, Michigan, US",30950,26035
"Isabella, Michigan, US",69872,26073
"Tuscola, Michigan, US",52245,26157
"Alpena, Michigan, US",28405,26007
"Midland, Michigan, US",83156,26111
"Oscoda, Michigan, US",8241,26135
"Clinton, Michigan, US",79595,26037
"Gratiot, Michigan, US",40711,26057
"Lenawee, Michigan, US",98451,26091
"Montcalm, Michigan, US",63888,26117
"St. Clair, Michigan, US",159128,26147
"Washtenaw, Michigan, US",367601,26161
"Cass, Michigan, US",51787,26027
"Roscommon, Michigan, US",24019,26143
"Branch, Michigan, US",43517,26023
"Jackson, Michigan, US",158510,26075
"Macomb, Michigan, US",873972,26099
"Baraga, Michigan, US",8209,26013
"Eaton, Michigan, US",110268,26045
"Jefferson, Idaho, US",29871,16051
"Crisp, Georgia, US",22372,13081
"Cobb, Georgia, US",760141,13067
"Dade, Georgia, US",16116,13083
"Brooks, Georgia, US",15457,13027
"Elbert, Georgia, US",19194,13105
"Jenkins, Georgia, US",8676,13165
"Newton, Georgia, US",111744,13217
"Colquitt, Georgia, US",45600,13071
"Clayton, Georgia, US",292256,13063
"Hall, Georgia, US",204441,13139
"Maui, Hawaii, US",167417,15009
"Oneida, Idaho, US",4531,16071
"Gem, Idaho, US",18112,16045
"Adams, Idaho, US",4294,16003
"Jerome, Idaho, US",24412,16053
"Lewis, Idaho, US",3838,16061
"Owyhee, Idaho, US",11823,16073
"Boundary, Idaho, US",12245,16021
"Caribou, Idaho, US",7155,16029
"Bannock, Idaho, US",87808,16005
"Bonneville, Idaho, US",119062,16019
"Canyon, Idaho, US",229849,16027
"Latah, Idaho, US",40108,16057
"Sangamon, Illinois, US",194672,17167
"Randolph, Illinois, US",31782,17157
"Ogle, Illinois, US",50643,17141
"Morgan, Illinois, US",33658,17137
"White, Illinois, US",13537,17193
"Henderson, Illinois, US",6646,17071
"McLean, Illinois, US",171517,17113
"Perry, Illinois, US",20916,17145
"Rock Island, Illinois, US",141879,17161
"Wabash, Illinois, US",11520,17185
"Cumberland, Illinois, US",10766,17035
"Jo Daviess, Illinois, US",21235,17085
"Lawrence, Illinois, US",15678,17101
"Marshall, Illinois, US",11438,17123
"Christian, Illinois, US",32304,17021
"Jackson, Illinois, US",56750,17077
"Peoria, Illinois, US",179179,17143
"Piatt, Illinois, US",16344,17147
"Stark, Illinois, US",5342,17175
"Bond, Illinois, US",16426,17005
"Carroll, Illinois, US",14305,17015
"Jersey, Illinois, US",21773,17083
"Fayette, Illinois, US",21336,17051
"Logan, Illinois, US",28618,17107
"Howell, Missouri, US",40117,29091
"Johnson, Missouri, US",54062,29101
"Laclede, Missouri, US",35723,29105
"Maries, Missouri, US",8697,29125
"Phelps, Missouri, US",44573,29161
"Platte, Missouri, US",104418,29165
"St. Francois, Missouri, US",67215,29187
"St. Louis city, Missouri, US",300576,29510
"Andrew, Missouri, US",17712,29003
"Butler, Missouri, US",42478,29023
"Carroll, Missouri, US",8679,29033
"Daviess, Missouri, US",8278,29061
"Holt, Missouri, US",4403,29087
"Marion, Missouri, US",28530,29127
"Osage, Missouri, US",13615,29151
"Ripley, Missouri, US",13288,29181
"Warren, Missouri, US",35649,29219
"Washington, Missouri, US",24730,29221
"Christian, Missouri, US",88595,29043
"DeKalb, Missouri, US",12547,29063
"Harrison, Missouri, US",8352,29081
"Lafayette, Missouri, US",32708,29107
"Adair, Missouri, US",25343,29001
"Scotland, Missouri, US",4902,29199
"Sullivan, Missouri, US",6089,29211
"Clark, Missouri, US",6797,29045
"Jasper, Missouri, US",121328,29097
"Lewis, Missouri, US",9776,29111
"McDonald, Missouri, US",22837,29119
"Perry, Missouri, US",19136,29157
"Polk, Missouri, US",32149,29167
"Ray, Missouri, US",23018,29177
"Hill, Montana, US",16484,30041
"Chouteau, Montana, US",5635,30015
"Lincoln, Montana, US",19980,30053
"Park, Montana, US",16606,30067
"Treasure, Montana, US",696,30103
"Blaine, Montana, US",6681,30005
"Sweet Grass, Montana, US",3737,30097
"Teton, Montana, US",6147,30099
"Prairie, Montana, US",1077,30079
"Glacier, Montana, US",13753,30035
"Fallon, Montana, US",2846,30025
"Linn, Missouri, US",11920,29115
"Golden Valley, Montana, US",821,30037
"Silver Bow, Montana, US",34915,30093
"Stillwater, Montana, US",9642,30095
"Jefferson, Montana, US",12221,30043
"Granite, Montana, US",3379,30039
"Wheatland, Montana, US",2126,30107
"Madison, Montana, US",8600,30057
"Winchester city, Virginia, US",28078,51840
"Accomack, Virginia, US",32316,51001
"Craig, Virginia, US",5131,51045
"Floyd, Virginia, US",15749,51063
"Giles, Virginia, US",16720,51071
"Grayson, Virginia, US",15550,51077
"Nottoway, Virginia, US",15232,51135
"Rappahannock, Virginia, US",7370,51157
"Charles City, Virginia, US",6963,51036
"Culpeper, Virginia, US",52605,51047
"Dinwiddie, Virginia, US",28544,51053
"Greene, Virginia, US",19819,51079
"Hanover, Virginia, US",107766,51085
"Lunenburg, Virginia, US",12196,51111
"Orange, Virginia, US",37051,51137
"Emporia city, Virginia, US",5346,51595
"Wythe, Virginia, US",28684,51197
"Chesapeake city, Virginia, US",244835,51550
"Harrisonburg city, Virginia, US",53016,51660
"Albemarle, Virginia, US",109330,51003
"Bedford, Virginia, US",78997,51019
"Buckingham, Virginia, US",17148,51029
"Wise, Virginia, US",37383,51195
"Covington city, Virginia, US",5538,51580
"Portsmouth city, Virginia, US",94398,51740
"Virginia Beach city, Virginia, US",449974,51810
"Alleghany, Virginia, US",14860,51005
"Galax city, Virginia, US",6347,51640
"Westmoreland, Virginia, US",18015,51193
"Northumberland, Virginia, US",12095,51133
"Pulaski, Virginia, US",34027,51155
"Warren, Virginia, US",40164,51187
"Danville city, Virginia, US",40044,51590
"Fredericksburg city, Virginia, US",29036,51630
"Amherst, Virginia, US",31605,51009
"Bath, Virginia, US",4147,51017
"Hopewell city, Virginia, US",22529,51670
"Newport News city, Virginia, US",179225,51700
"Frederick, Virginia, US",89313,51069
"Lynchburg city, Virginia, US",82168,51680
"York, Virginia, US",68280,51199
"Martinsville city, Virginia, US",12554,51690
"Nelson, Virginia, US",14930,51125
"Pittsylvania, Virginia, US",60354,51143
"Buena Vista city, Virginia, US",6478,51530
"Falls Church city, Virginia, US",14617,51610
"Petersburg city, Virginia, US",31346,51730
"Poquoson city, Virginia, US",12271,51735
"Fairfax city, Virginia, US",24019,51600
"Waynesboro city, Virginia, US",22630,51820
"Fort Bend, Texas, US",811688,48157
"Irion, Texas, US",1536,48235
"Willacy, Texas, US",21358,48489
"Dawson, Texas, US",12728,48115
"Burleson, Texas, US",18443,48051
"Nueces, Texas, US",362294,48355
"Rains, Texas, US",12514,48379
"Real, Texas, US",3452,48385
"Sterling, Texas, US",1291,48431
"Carson, Texas, US",5926,48065
"Freestone, Texas, US",19717,48161
"Hardeman, Texas, US",3933,48197
"Briscoe, Texas, US",1546,48045
"Liberty, Texas, US",88219,48291
"Loving, Texas, US",169,48301
"Robertson, Texas, US",17074,48395
"Rusk, Texas, US",54406,48401
"Trinity, Texas, US",14651,48455
"Bandera, Texas, US",23112,48019
"Childress, Texas, US",7306,48075
"Comal, Texas, US",156209,48091
"Houston, Texas, US",22968,48225
"Navarro, Texas, US",50113,48349
"Scurry, Texas, US",16703,48415
"Stonewall, Texas, US",1350,48433
"Bastrop, Texas, US",88723,48021
"Bee, Texas, US",32565,48025
"Crane, Texas, US",4797,48103
"Rutland, Vermont, US",58191,50021
"Orange, Vermont, US",28892,50017
"Windsor, Vermont, US",55062,50027
"Utah, Utah, US",636235,49049
"Duchesne, Utah, US",19938,49013
"Uintah, Utah, US",35734,49047
"Davis, Utah, US",355481,49011
"Emery, Utah, US",10012,49015
"Garfield, Utah, US",5051,49017
"Isle of Wight, Virginia, US",37109,51093
"Franklin city, Virginia, US",7967,51620
"Lexington city, Virginia, US",7446,51678
"Henry, Virginia, US",50557,51089
"King William, Virginia, US",17148,51101
"Louisa, Virginia, US",37591,51109
"Prince Edward, Virginia, US",22802,51147
"Rockingham, Virginia, US",81948,51165
"Surry, Virginia, US",6422,51181
"Clarke, Virginia, US",14619,51043
"Mecklenburg, Virginia, US",30587,51117
"Augusta, Virginia, US",75558,51015
"Goochland, Virginia, US",23753,51075
"Madison, Virginia, US",13261,51113
"Roanoke, Virginia, US",94186,51161
"Brunswick, Virginia, US",16231,51025
"Northampton, Virginia, US",11710,51131
"Rockbridge, Virginia, US",22573,51163
"Norton city, Virginia, US",3981,51720
"Guayanilla Municipio, Puerto Rico, US",17623,72059
"Chippewa, Michigan, US",37349,26033
"Monroe, Michigan, US",150500,26115
"Oakland, Michigan, US",1257584,26125
"Hillsdale, Michigan, US",45605,26059
"Muskegon, Michigan, US",173566,26121
"Leelanau, Michigan, US",21761,26089
"Lapeer, Michigan, US",87607,26087
"Sanilac, Michigan, US",41170,26151
"Keweenaw, Michigan, US",2116,26083
"Ontonagon, Michigan, US",5720,26131
"Ottawa, Michigan, US",291830,26139
"Alcona, Michigan, US",10405,26001
"Ionia, Michigan, US",64697,26067
"Kalkaska, Michigan, US",18038,26079
"Berrien, Michigan, US",153401,26021
"Ogemaw, Michigan, US",20997,26129
"Wexford, Michigan, US",33631,26165
"Crawford, Michigan, US",14029,26039
"Dickinson, Michigan, US",25239,26043
"Huron, Michigan, US",30981,26063
"Ingham, Michigan, US",292406,26065
"Mason, Michigan, US",29144,26105
"Menominee, Michigan, US",22780,26109
"Missaukee, Michigan, US",15118,26113
"St. Joseph, Michigan, US",60964,26149
"Van Buren, Michigan, US",75677,26159
"Arenac, Michigan, US",14883,26011
"Barry, Michigan, US",61550,26015
"Iron, Michigan, US",11066,26071
"Benzie, Michigan, US",17766,26019
"Schoolcraft, Michigan, US",8094,26153
"Wayne, Michigan, US",1749343,26163
"Grand Traverse, Michigan, US",93088,26055
"Mackinac, Michigan, US",10799,26097
"Genesee, Michigan, US",405813,26049
"Gogebic, Michigan, US",13975,26053
"Meeker, Minnesota, US",23222,27093
"Rice, Minnesota, US",66972,27131
"Red Lake, Minnesota, US",4055,27125
"Clay, Minnesota, US",64222,27027
"Fillmore, Minnesota, US",21067,27045
"Polk, Minnesota, US",31364,27119
"Sibley, Minnesota, US",14865,27143
"Watonwan, Minnesota, US",10897,27165
"Big Stone, Minnesota, US",4991,27011
"Cass, Minnesota, US",29779,27021
"Hubbard, Minnesota, US",21491,27057
"Martin, Minnesota, US",19683,27091
"Nobles, Minnesota, US",21629,27105
"Sherburne, Minnesota, US",97238,27141
"Carver, Minnesota, US",105089,27019
"McLeod, Minnesota, US",35893,27085
"Ramsey, Minnesota, US",550321,27123
"Winona, Minnesota, US",50484,27169
"Dodge, Minnesota, US",20934,27039
"Crow Wing, Minnesota, US",65055,27035
"Wright, Minnesota, US",138377,27171
"St. Clair, Alabama, US",89512,01115
"Cullman, Alabama, US",83768,01043
"Warren, Indiana, US",8265,18171
"Vermillion, Indiana, US",15498,18165
"Wells, Indiana, US",28296,18179
"Allen, Indiana, US",379299,18003
"Decatur, Indiana, US",26559,18031
"Delaware, Indiana, US",114135,18035
"Floyd, Indiana, US",78522,18043
"Jefferson, Indiana, US",32308,18077
"Jennings, Indiana, US",27735,18079
"Johnson, Indiana, US",158167,18081
"Miami, Indiana, US",35516,18103
"Morgan, Indiana, US",70489,18109
"Gibson, Indiana, US",33659,18051
"Newton, Indiana, US",13984,18111
"Orange, Indiana, US",19646,18117
"St. Joseph, Indiana, US",271826,18141
"Kosciusko, Indiana, US",79456,18085
"Marshall, Indiana, US",46258,18099
"Switzerland, Indiana, US",10751,18155
"Vanderburgh, Indiana, US",181451,18163
"Blackford, Indiana, US",11758,18009
"Scott, Indiana, US",23873,18143
"Monroe, Indiana, US",148431,18105
"Elkhart, Indiana, US",206341,18039
"Crawford, Indiana, US",10577,18025
"Cass, Indiana, US",37689,18017
"Marion, Indiana, US",964582,18097
"Wayne, Indiana, US",65884,18177
"Butler, Iowa, US",14439,19023
"Fremont, Iowa, US",6960,19071
"Hamilton, Iowa, US",14773,19079
"Taylor, Iowa, US",6121,19173
"Union, Iowa, US",12241,19175
"Worth, Iowa, US",7381,19195
"Ringgold, Iowa, US",4894,19159
"Adair, Iowa, US",7152,19001
"Chickasaw, Iowa, US",11933,19037
"Clarke, Iowa, US",9395,19039
"Dickinson, Iowa, US",17258,19059
"Johnson, Iowa, US",151140,19103
"Keokuk, Iowa, US",10246,19107
"Tama, Iowa, US",16854,19171
"Wapello, Iowa, US",34969,19179
"Franklin, Iowa, US",10070,19069
"Carroll, Iowa, US",20165,19027
"Cedar, Iowa, US",18627,19031
"Sheridan, Montana, US",3309,30091
"Carter, Montana, US",1252,30011
"Big Horn, Montana, US",13319,30003
"Lake, Montana, US",30458,30047
"Lewis and Clark, Montana, US",69432,30049
"Pondera, Montana, US",5911,30073
"Yellowstone, Montana, US",161300,30111
"Missoula, Montana, US",119600,30063
"Ravalli, Montana, US",43806,30081
"Valley, Montana, US",7396,30105
"Cascade, Montana, US",81366,30013
"Fergus, Montana, US",11050,30027
"Garfield, Montana, US",1258,30033
"Mineral, Montana, US",4397,30061
"Petroleum, Montana, US",487,30069
"Powell, Montana, US",6890,30077
"Sanders, Montana, US",12113,30089
"Wibaux, Montana, US",969,30109
"Gallatin, Montana, US",114434,30031
"Meagher, Montana, US",1862,30059
"Carbon, Montana, US",10725,30009
"Beaverhead, Montana, US",9453,30001
"Flathead, Montana, US",103806,30029
"Musselshell, Montana, US",4633,30065
"Harlan, Nebraska, US",3380,31083
"York, Nebraska, US",13679,31185
"Buffalo, Nebraska, US",49659,31019
"Colfax, Nebraska, US",10709,31037
"Hitchcock, Nebraska, US",2762,31087
"Platte, Nebraska, US",33470,31141
"Polk, Nebraska, US",5213,31143
"Box Butte, Nebraska, US",10783,31013
"Brown, Nebraska, US",2955,31017
"Sheridan, Nebraska, US",5246,31161
"Lancaster, Nebraska, US",319090,31109
"Nuckolls, Nebraska, US",4148,31129
"Banner, Nebraska, US",745,31007
"Frontier, Nebraska, US",2627,31063
"Douglas, Nebraska, US",571327,31055
"Richardson, Nebraska, US",7865,31147
"Holt, Nebraska, US",10067,31089
"Furnas, Nebraska, US",4676,31065
"Saline, Nebraska, US",14224,31151
"Thurston, Nebraska, US",7224,31173
"Washington, Nebraska, US",20729,31177
"Cherry, Nebraska, US",5689,31031
"Dodge, Nebraska, US",36565,31053
"Garden, Nebraska, US",1837,31069
"Morrill, Nebraska, US",4642,31123
"Nemaha, Nebraska, US",6972,31127
"Thomas, Nebraska, US",722,31171
"Suffolk city, Virginia, US",92108,51800
"Norfolk city, Virginia, US",242742,51710
"Chesterfield, Virginia, US",352802,51041
"Fairfax, Virginia, US",1147532,51059
"Okanogan, Washington, US",42243,53047
"Kittitas, Washington, US",47935,53037
"Benton, Washington, US",204390,53005
"Clark, Washington, US",488241,53011
"Asotin, Washington, US",22582,53003
"Adams, Washington, US",19983,53001
"Garfield, Washington, US",2225,53023
"Mason, Washington, US",66768,53045
"Skagit, Washington, US",129205,53057
"Stevens, Washington, US",45723,53065
"Spokane, Washington, US",522798,53063
"Lincoln, Washington, US",10939,53043
"Chelan, Washington, US",77200,53007
"Jefferson, Washington, US",32221,53031
"Kitsap, Washington, US",271473,53035
"King, Washington, US",2252782,53033
"Pacific, Washington, US",22471,53049
"Pend Oreille, Washington, US",13724,53051
"San Juan, Washington, US",17582,53055
"Skamania, Washington, US",12083,53059
"Whitman, Washington, US",50104,53075
"Yakima, Washington, US",250873,53077
"Clallam, Washington, US",77331,53009
"Cowlitz, Washington, US",110593,53015
"Ferry, Washington, US",7627,53019
"Lewis, Washington, US",80707,53041
"Douglas, Washington, US",43429,53017
"Island, Washington, US",85141,53029
"Pierce, Washington, US",904980,53053
"Franklin, Washington, US",95222,53021
"Walla Walla, Washington, US",60760,53071
"Whatcom, Washington, US",229247,53073
"Grant, West Virginia, US",11568,54023
"Hampshire, West Virginia, US",23175,54027
"Brooke, West Virginia, US",21939,54009
"Doddridge, West Virginia, US",8448,54017
"Hardy, West Virginia, US",13776,54031
"Marion, West Virginia, US",56072,54049
"Mingo, West Virginia, US",23424,54059
"Roanoke city, Virginia, US",99143,51770
"Hancock, West Virginia, US",28810,54029
"Marshall, West Virginia, US",30531,54051
"Nicholas, West Virginia, US",24496,54067
"Tucker, West Virginia, US",6839,54093
"Tyler, West Virginia, US",8591,54095
"Roane, West Virginia, US",13688,54087
"Sabana Grande Municipio, Puerto Rico, US",21712,72121
"Hormigueros Municipio, Puerto Rico, US",15518,72067
"Utuado Municipio, Puerto Rico, US",27395,72141
"Florida Municipio, Puerto Rico, US",11317,72054
"Moca Municipio, Puerto Rico, US",34891,72099
"Salinas Municipio, Puerto Rico, US",27128,72123
"Guaynabo Municipio, Puerto Rico, US",83728,72061
"Fajardo Municipio, Puerto Rico, US",29454,72053
"Aguas Buenas Municipio, Puerto Rico, US",24814,72007
"Hatillo Municipio, Puerto Rico, US",39218,72065
"Santa Isabel Municipio, Puerto Rico, US",21209,72133
"MayagÃ¼ez Municipio, Puerto Rico, US",71530,72097
"RÃ­o Grande Municipio, Puerto Rico, US",48025,72119
"AÃ±asco Municipio, Puerto Rico, US",26161,72011
"CataÃ±o Municipio, Puerto Rico, US",23121,72033
"GuÃ¡nica Municipio, Puerto Rico, US",15383,72055
"LoÃ­za Municipio, Puerto Rico, US",24553,72087
"Las Piedras Municipio, Puerto Rico, US",37007,72085
"Vega Baja Municipio, Puerto Rico, US",50023,72145
"Lemhi, Idaho, US",8027,16059
"Payette, Idaho, US",23951,16075
"Benewah, Idaho, US",9298,16009
"Bonner, Idaho, US",45739,16017
"Clark, Idaho, US",845,16033
"Custer, Idaho, US",4315,16037
"Elmore, Idaho, US",27511,16039
"Fremont, Idaho, US",13099,16043
"Madison, Idaho, US",39907,16065
"Shoshone, Idaho, US",12882,16079
"Idaho, Idaho, US",16667,16049
"Teton, Idaho, US",12142,16081
"Floyd, Iowa, US",15642,19067
"Greene, Iowa, US",8888,19073
"Louisa, Iowa, US",11035,19115
"Lyon, Iowa, US",11755,19119
"Winnebago, Iowa, US",10354,19189
"Shelby, Iowa, US",11454,19165
"Appanoose, Iowa, US",12426,19007
"Iowa, Iowa, US",16184,19095
"Page, Iowa, US",15107,19145
"Winneshiek, Iowa, US",19991,19191
"Pottawattamie, Iowa, US",93206,19155
"Marshall, Iowa, US",39369,19127
"Boone, Iowa, US",26234,19015
"Buena Vista, Iowa, US",19620,19021
"Howard, Iowa, US",9158,19089
"Guthrie, Iowa, US",10689,19077
"Humboldt, Iowa, US",9558,19091
"Madison, Iowa, US",16338,19121
"Antelope, Nebraska, US",6298,31003
"Chase, Nebraska, US",3924,31029
"Clay, Nebraska, US",6203,31035
"Custer, Nebraska, US",10777,31041
"Franklin, Nebraska, US",2979,31061
"Hamilton, Nebraska, US",9324,31081
"Jefferson, Nebraska, US",7046,31095
"Keith, Nebraska, US",8034,31101
"Loup, Nebraska, US",664,31115
"Perkins, Nebraska, US",2891,31135
"Saunders, Nebraska, US",21578,31155
"Scotts Bluff, Nebraska, US",35618,31157
"Keya Paha, Nebraska, US",806,31103
"Kimball, Nebraska, US",3632,31105
"Lincoln, Nebraska, US",34914,31111
"Pierce, Nebraska, US",7148,31139
"Sioux, Nebraska, US",1166,31165
"Burt, Nebraska, US",6459,31021
"Cass, Nebraska, US",26248,31025
"Cuming, Nebraska, US",8846,31039
"Dixon, Nebraska, US",5636,31051
"Dundy, Nebraska, US",1693,31057
"Grant, Nebraska, US",623,31075
"Greeley, Nebraska, US",2356,31077
"Hall, Nebraska, US",61353,31079
"Hayes, Nebraska, US",922,31085
"Otoe, Nebraska, US",16012,31131
"Red Willow, Nebraska, US",10724,31145
"Cedar, Nebraska, US",8402,31027
"Dawes, Nebraska, US",8589,31045
"Johnson, Nebraska, US",5071,31097
"Cheyenne, Nebraska, US",8910,31033
"Dawson, Nebraska, US",23595,31047
"Garfield, Nebraska, US",1969,31071
"McPherson, Nebraska, US",494,31117
"Nance, Nebraska, US",3519,31125
"Stanton, Nebraska, US",5920,31167
"Valley, Nebraska, US",4158,31175
"Churchill, Nevada, US",24909,32001
"Douglas, Nevada, US",48905,32005
"Pershing, Nevada, US",6725,32027
"Eureka, Nevada, US",2029,32011
"Humboldt, Nevada, US",16831,32013
"Dakota, Nebraska, US",20026,31043
"White Pine, Nevada, US",9580,32033
"Elko, Nevada, US",52778,32007
"Nye, Nevada, US",46523,32023
"Storey, Nevada, US",4123,32029
"Clark, Nevada, US",2266715,32003
"Lyon, Nevada, US",57510,32019
"Cheshire, New Hampshire, US",76085,33005
"Wood, West Virginia, US",83518,54107
"Gilmer, West Virginia, US",7823,54021
"Mason, West Virginia, US",26516,54053
"Monroe, West Virginia, US",13275,54063
"Pleasants, West Virginia, US",7460,54073
"Cabell, West Virginia, US",91945,54011
"Jefferson, West Virginia, US",57146,54037
"Logan, West Virginia, US",32019,54045
"Pendleton, West Virginia, US",6969,54071
"Harrison, West Virginia, US",67256,54033
"Ohio, West Virginia, US",41411,54069
"Calhoun, West Virginia, US",7109,54013
"Morgan, West Virginia, US",17884,54065
"Raleigh, West Virginia, US",73361,54081
"Putnam, West Virginia, US",56450,54079
"Barbour, West Virginia, US",16441,54001
"McDowell, West Virginia, US",17624,54047
"Wayne, West Virginia, US",39402,54099
"Jackson, West Virginia, US",28576,54035
"Mercer, West Virginia, US",58758,54055
"Upshur, West Virginia, US",24176,54097
"Webster, West Virginia, US",8114,54101
"Berkeley, West Virginia, US",119171,54003
"Fayette, West Virginia, US",42406,54019
"Iron, Wisconsin, US",5687,55051
"Clark, Wisconsin, US",34774,55019
"St. Croix, Wisconsin, US",90687,55109
"Oconto, Wisconsin, US",37930,55083
"Lincoln, Wisconsin, US",27593,55069
"Waupaca, Wisconsin, US",50990,55135
"Barron, Wisconsin, US",45244,55005
"Sawyer, Wisconsin, US",16558,55113
"Green Lake, Wisconsin, US",18913,55047
"Price, Wisconsin, US",13351,55099
"Marquette, Wisconsin, US",15574,55077
"Marinette, Wisconsin, US",40350,55075
"Milwaukee, Wisconsin, US",945726,55079
"Racine, Wisconsin, US",196311,55101
"Winnebago, Wisconsin, US",171907,55139
"Forest, Wisconsin, US",9004,55041
"Green, Wisconsin, US",36960,55045
"Rusk, Wisconsin, US",14178,55107
"Shawano, Wisconsin, US",40899,55115
"Langlade, Wisconsin, US",19189,55067
"Taylor, West Virginia, US",16695,54091
"Outagamie, Wisconsin, US",187885,55087
"Vernon, Wisconsin, US",30822,55123
"Columbia, Wisconsin, US",57532,55021
"Kewaunee, Wisconsin, US",20434,55061
"Glenn, California, US",28393,06021
"Butte, California, US",219186,06007
"Kings, California, US",152940,06031
"Plumas, California, US",18807,06063
"San Luis Obispo, California, US",283111,06079
"Fresno, California, US",999101,06019
"Kern, California, US",900202,06029
"Orange, California, US",3175692,06059
"Ventura, California, US",846006,06111
"Calaveras, California, US",45905,06009
"Sutter, California, US",96971,06101
"San Mateo, California, US",766573,06081
"Tuolumne, California, US",54478,06109
"San Joaquin, California, US",762148,06077
"Amador, California, US",39752,06005
"Phillips, Colorado, US",4265,08095
"Archuleta, Colorado, US",14029,08007
"Denver, Colorado, US",727211,08031
"Kiowa, Colorado, US",1406,08061
"Huerfano, Colorado, US",6897,08055
"Baca, Colorado, US",3581,08009
"Gilpin, Colorado, US",6243,08047
"Kit Carson, Colorado, US",7097,08063
"Gunnison, Colorado, US",17462,08051
"Mineral, Colorado, US",769,08079
"Ouray, Colorado, US",4952,08091
"Sedgwick, Colorado, US",2248,08115
"Weld, Colorado, US",324492,08123
"Custer, Colorado, US",5068,08027
"Costilla, Colorado, US",3887,08023
"Douglas, Colorado, US",351154,08035
"Lake, Colorado, US",8127,08065
"La Plata, Colorado, US",56221,08067
"Pitkin, Colorado, US",17767,08097
"Power, Idaho, US",7681,16077
"Washington, Idaho, US",10194,16087
"Hancock, Illinois, US",17708,17067
"Madison, Illinois, US",262966,17119
"Grundy, Illinois, US",51054,17063
"Kankakee, Illinois, US",109862,17091
"Mercer, Illinois, US",15437,17131
"DuPage, Illinois, US",922921,17043
"Alexander, Illinois, US",5761,17003
"Menard, Illinois, US",12196,17129
"LaSalle, Illinois, US",108669,17099
"Cook, Illinois, US",5150233,17031
"Macon, Illinois, US",104009,17115
"Stephenson, Illinois, US",44498,17177
"Wayne, Illinois, US",16215,17191
"Woodford, Illinois, US",38459,17203
"Franklin, Illinois, US",38469,17055
"McDonough, Illinois, US",29682,17109
"McHenry, Illinois, US",307774,17111
"Moultrie, Illinois, US",14501,17139
"Pike, Illinois, US",15561,17149
"Pope, Illinois, US",4177,17151
"St. Clair, Illinois, US",259686,17163
"Shelby, Illinois, US",21634,17173
"Champaign, Illinois, US",209689,17019
"Calhoun, Illinois, US",4739,17013
"Ford, Illinois, US",12961,17053
"Kane, Illinois, US",532403,17089
"Kendall, Illinois, US",128990,17093
"Brown, Illinois, US",6578,17009
"Marion, Illinois, US",37205,17121
"Mason, Illinois, US",13359,17125
"Iroquois, Illinois, US",27114,17075
"Clay, Illinois, US",13184,17025
"Gallatin, Illinois, US",4828,17059
"Monroe, Illinois, US",34637,17133
"Union, Illinois, US",16653,17181
"Winnebago, Illinois, US",282572,17201
"Pulaski, Illinois, US",5335,17153
"Schuyler, Illinois, US",6768,17169
"Edgar, Illinois, US",17161,17045
"Boone, Illinois, US",53544,17007
"Bureau, Illinois, US",32628,17011
"Coles, Illinois, US",50621,17029
"Crawford, Illinois, US",18667,17033
"Putnam, Illinois, US",5739,17155
"De Witt, Illinois, US",15638,17039
"Lee, Illinois, US",34096,17103
"Macoupin, Illinois, US",44926,17117
"Richland, Illinois, US",15513,17159
"Washington, Illinois, US",13887,17189
"Saline, Illinois, US",23491,17165
"Lake, Illinois, US",696535,17097
"Massac, Illinois, US",13772,17127
"Cass, Illinois, US",12147,17017
"Huntington, Indiana, US",36520,18069
"White, Indiana, US",24102,18181
"Jay, Indiana, US",20436,18075
"Shelby, Indiana, US",44729,18145
"Rockingham, New Hampshire, US",309769,33015
"Sullivan, New Hampshire, US",43146,33019
"Hillsborough, New Hampshire, US",417025,33011
"Coos, New Hampshire, US",31563,33007
"Carroll, New Hampshire, US",48910,33003
"Mercer, New Jersey, US",367430,34021
"Cumberland, New Jersey, US",149527,34011
"Somerset, New Jersey, US",328934,34035
"Ocean, New Jersey, US",607186,34029
"Atlantic, New Jersey, US",263670,34001
"Middlesex, New Jersey, US",825062,34023
"Salem, New Jersey, US",62385,34033
"Cape May, New Jersey, US",92039,34009
"Camden, New Jersey, US",506471,34007
"Union, New Jersey, US",556341,34039
"Hudson, New Jersey, US",672391,34017
"Hunterdon, New Jersey, US",124371,34019
"Morris, New Jersey, US",491845,34027
"Hidalgo, New Mexico, US",4198,35023
"McKinley, New Mexico, US",71367,35031
"Sandoval, New Mexico, US",146748,35043
"Grant, New Mexico, US",26998,35017
"Curry, New Mexico, US",48954,35009
"Eddy, New Mexico, US",58460,35015
"Mora, New Mexico, US",4521,35033
